City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Bethel,US,2021-09-23 21:13:47,41.3712,-73.414,77.72,85,95,1.99
274,Berlevag,NO,2021-09-23 21:14:31,70.8578,29.0864,42.6,70,0,12.66
275,Temir,KZ,2021-09-23 21:14:32,49.1414,57.13,54.48,33,100,20.42
276,Saint-Joseph,RE,2021-09-23 21:14:32,-21.3667,55.6167,68.36,76,17,11.83
277,Edeleny,HU,2021-09-23 21:14:33,48.3,20.7333,55.9,62,100,9.42
278,Calabozo,VE,2021-09-23 21:14:33,8.9242,-67.4293,81.61,83,100,3.76
279,Codrington,AU,2021-09-23 21:14:34,-38.2667,141.9667,50.7,86,98,18.63
280,Seoul,KR,2021-09-23 21:10:05,37.5683,126.9778,62.04,79,38,2.51
281,Gamba,GA,2021-09-23 21:14:34,-2.65,10.0,76.44,83,94,6.2
282,Atar,MR,2021-09-23 21:14:35,20.5169,-13.0499,96.71,15,67,6.87
283,Aguimes,ES,2021-09-23 21:14:35,27.9054,-15.4461,70.66,70,20,10.36
284,Aloleng,PH,2021-09-23 21:14:36,16.1307,119.7824,79.65,77,50,3.78
285,Alice Springs,AU,2021-09-23 21:10:55,-23.7,133.8833,42.35,49,13,0.0
286,Pine Bluff,US,2021-09-23 21:14:36,34.2284,-92.0032,78.91,26,0,4.76
287,Hobyo,SO,2021-09-23 21:14:37,5.3505,48.5268,77.52,85,82,23.0
288,Mareeba,AU,2021-09-23 21:14:37,-17.0,145.4333,65.12,88,41,2.3
289,Aksarayskiy,RU,2021-09-23 21:14:38,46.7924,48.0119,55.35,79,100,9.6
290,Saint-Pierre,RE,2021-09-23 21:14:38,-21.3393,55.4781,69.44,73,0,4.61
291,Namatanai,PG,2021-09-23 21:14:33,-3.6667,152.4333,79.81,75,100,6.49
292,Mahebourg,MU,2021-09-23 21:14:39,-20.4081,57.7,71.26,85,54,14.63
293,Qaqortoq,GL,2021-09-23 21:14:39,60.7167,-46.0333,43.3,62,0,23.13
294,Tuatapere,NZ,2021-09-23 21:14:40,-46.1333,167.6833,48.81,71,82,9.01
295,Aklavik,CA,2021-09-23 21:14:40,68.2191,-135.0107,32.88,78,94,6.62
296,Kwinana,AU,2021-09-23 21:09:58,-32.25,115.7667,55.24,77,0,14.54
297,Klaksvik,FO,2021-09-23 21:14:28,62.2266,-6.589,45.52,95,100,33.13
298,Nishihara,JP,2021-09-23 21:05:06,26.1842,127.7558,78.08,89,20,4.61
299,Christchurch,NZ,2021-09-23 21:14:41,-43.5333,172.6333,59.2,51,0,4.61
300,Nenjiang,CN,2021-09-23 21:14:42,49.1833,125.2167,48.52,88,97,6.67
301,Beloha,MG,2021-09-23 21:14:42,-25.1667,45.05,67.26,82,75,13.51
302,Avera,US,2021-09-23 21:14:42,33.194,-82.5271,77.76,43,0,6.29
303,Luderitz,NA,2021-09-23 21:14:43,-26.6481,15.1594,58.66,71,33,11.27
304,Soe,ID,2021-09-23 21:14:43,-9.8607,124.284,62.44,69,94,4.16
305,Brigantine,US,2021-09-23 21:14:44,39.4101,-74.3646,76.01,88,90,11.5
306,Stettler,CA,2021-09-23 21:14:44,52.3168,-112.7186,57.07,25,58,16.58
307,Karratha,AU,2021-09-23 21:14:45,-20.7377,116.8463,71.62,48,35,7.02
308,Cheremukhovo,RU,2021-09-23 21:14:45,60.3484,59.9851,36.36,93,46,2.28
309,Stanovoye,RU,2021-09-23 21:14:45,52.7638,38.3582,45.54,84,97,6.55
310,Narsaq,GL,2021-09-23 21:14:46,60.9167,-46.05,43.02,57,0,8.59
311,Codo,BR,2021-09-23 21:14:46,-4.4553,-43.8856,92.7,29,100,2.46
312,Kensington,AU,2021-09-23 21:14:47,-33.9167,151.2167,61.21,70,0,8.05
313,Mundo Nuevo,MX,2021-09-23 21:14:47,18.7,-95.5,81.01,78,59,23.04
314,Shahdadkot,PK,2021-09-23 21:14:48,27.8477,67.9055,87.37,53,75,2.93
315,Namwala,ZM,2021-09-23 21:14:48,-15.7504,26.4384,72.54,45,4,8.48
316,Pa Sang,TH,2021-09-23 21:14:49,18.5262,98.9394,75.4,98,99,1.83
317,Kostomuksha,RU,2021-09-23 21:14:49,64.571,30.5767,43.36,83,100,12.5
318,Tessalit,ML,2021-09-23 21:14:49,20.1986,1.0114,96.85,16,84,6.13
319,Verkhnedneprovskiy,RU,2021-09-23 21:14:50,54.9813,33.3457,40.73,93,100,8.46
320,Nizhnevartovsk,RU,2021-09-23 21:12:54,60.9344,76.5531,41.02,93,90,4.47
321,Heihe,CN,2021-09-23 21:14:50,50.2441,127.4902,36.18,90,100,5.3
322,Constitucion,CL,2021-09-23 21:14:51,-35.3333,-72.4167,61.52,63,95,15.93
323,Simbahan,PH,2021-09-23 21:14:51,6.3032,120.5836,82.58,77,97,12.24
324,Bambanglipuro,ID,2021-09-23 21:14:52,-7.95,110.2833,75.92,92,100,5.79
325,Sao Filipe,CV,2021-09-23 21:14:52,14.8961,-24.4956,79.03,78,35,8.66
326,Goderich,CA,2021-09-23 21:14:53,43.7501,-81.7165,59.92,84,100,20.65
327,South Venice,US,2021-09-23 21:14:53,27.0531,-82.4243,89.17,76,1,6.91
328,Japura,ID,2021-09-23 21:14:54,-0.3167,102.35,73.42,97,53,2.77
329,Likasi,CD,2021-09-23 21:14:55,-10.9814,26.7333,68.09,35,100,4.34
330,Puerto Del Rosario,ES,2021-09-23 21:14:55,28.5004,-13.8627,74.95,73,20,9.22
331,Chilapa,MX,2021-09-23 21:14:56,22.032,-105.2317,91.67,56,9,5.61
332,Hasaki,JP,2021-09-23 21:14:56,35.7333,140.8333,68.4,71,77,14.72
333,Sao Miguel Do Araguaia,BR,2021-09-23 21:14:58,-13.275,-50.1628,100.26,15,41,7.78
334,Teluknaga,ID,2021-09-23 21:14:58,-6.0989,106.6381,80.64,83,20,5.75
335,Tripoli,LY,2021-09-23 21:10:24,32.8752,13.1875,78.06,78,16,15.88
336,Patiya,BD,2021-09-23 21:14:59,22.2931,91.9762,76.19,94,90,2.89
337,Alta Floresta,BR,2021-09-23 21:04:59,-9.8756,-56.0861,91.62,32,93,2.01
338,Tiznit,MA,2021-09-23 21:14:39,29.5833,-9.5,65.52,82,3,2.3
339,Chardara,KZ,2021-09-23 21:14:59,41.2547,67.9692,64.74,30,0,7.76
340,Hirado,JP,2021-09-23 21:15:00,33.3597,129.5531,72.36,69,40,14.63
341,Pisco,PE,2021-09-23 21:14:46,-13.7,-76.2167,68.05,64,0,17.27
342,Lompoc,US,2021-09-23 21:15:01,34.6391,-120.4579,88.02,65,1,13.8
343,Rakaia,NZ,2021-09-23 21:15:01,-43.75,172.0167,58.01,67,0,7.45
344,Nouadhibou,MR,2021-09-23 21:15:02,20.931,-17.0347,71.64,84,0,22.19
345,Malinovskiy,RU,2021-09-23 21:15:02,61.1953,62.8397,41.22,85,100,1.86
346,Mishkino,RU,2021-09-23 21:15:02,55.3389,63.9175,37.11,73,10,5.35
347,Oban,GB,2021-09-23 21:15:04,56.4127,-5.4706,57.38,98,93,8.43
348,Balezino,RU,2021-09-23 21:15:05,57.9796,53.0106,46.89,76,100,7.09
349,Cachoeiras De Macacu,BR,2021-09-23 21:15:05,-22.4625,-42.6531,63.43,75,4,3.58
350,Haslett,US,2021-09-23 21:15:06,42.747,-84.4011,51.85,94,90,1.99
351,Sisimiut,GL,2021-09-23 21:15:06,66.9395,-53.6735,29.43,80,99,3.15
352,Sikeston,US,2021-09-23 21:13:26,36.8767,-89.5879,75.2,38,1,0.0
353,College,US,2021-09-23 21:15:07,64.8569,-147.8028,41.58,50,90,6.91
354,Hambantota,LK,2021-09-23 21:15:08,6.1241,81.1185,79.83,84,100,15.52
355,Nantucket,US,2021-09-23 21:13:00,41.2835,-70.0995,75.96,88,90,14.97
356,Clyde River,CA,2021-09-23 21:15:08,70.4692,-68.5914,31.37,70,59,11.77
357,Denpasar,ID,2021-09-23 21:11:53,-8.65,115.2167,78.46,94,40,11.5
358,Portage,US,2021-09-23 21:12:47,41.1667,-81.1998,56.5,70,90,14.97
359,Olafsvik,IS,2021-09-23 21:15:09,64.8945,-23.7142,42.69,75,99,18.99
360,Dezhou,CN,2021-09-23 21:15:09,37.4486,116.2925,67.96,95,91,3.51
361,Puerto Leguizamo,CO,2021-09-23 21:15:10,-0.1934,-74.7819,74.57,90,100,2.98
362,Haines Junction,CA,2021-09-23 21:15:10,60.7522,-137.5108,39.15,87,99,3.44
363,Ossora,RU,2021-09-23 21:15:11,59.2353,163.0719,46.26,76,11,5.08
364,Waitara,NZ,2021-09-23 21:15:11,-38.925,174.25,57.72,76,75,18.57
365,Miles City,US,2021-09-23 21:15:12,46.4083,-105.8406,79.77,21,1,16.11
366,Matagami,CA,2021-09-23 21:15:12,49.7502,-77.6328,48.31,93,90,9.22
367,Baherden,TM,2021-09-23 21:15:13,38.4362,57.4316,75.81,18,7,7.27
368,Rabo De Peixe,PT,2021-09-23 21:15:13,37.8,-25.5833,69.31,68,20,10.36
369,Trelew,AR,2021-09-23 21:15:14,-43.249,-65.3051,73.96,19,11,8.95
370,Petropavlovsk-Kamchatskiy,RU,2021-09-23 21:15:14,53.0452,158.6483,39.79,100,20,2.24
371,Tual,ID,2021-09-23 21:15:15,-5.6667,132.75,79.59,82,71,20.65
372,Winston-Salem,US,2021-09-23 21:15:15,36.0999,-80.2442,73.87,48,1,9.22
373,Vuktyl,RU,2021-09-23 21:15:16,63.8567,57.3094,38.25,94,100,4.23
374,Chubbuck,US,2021-09-23 21:14:33,42.9208,-112.4661,71.69,36,20,11.99
375,Camapua,BR,2021-09-23 21:15:16,-19.5314,-54.0439,94.98,17,64,8.32
376,Sergeyevka,KZ,2021-09-23 21:15:17,53.88,67.4158,41.31,64,87,2.04
377,Bani Walid,LY,2021-09-23 21:15:17,31.7566,13.9942,75.65,77,94,10.54
378,Hamilton,US,2021-09-23 21:11:59,39.1834,-84.5333,66.76,67,90,1.99
379,Mayo,US,2021-09-23 21:15:18,38.8876,-76.5119,77.04,80,20,7.0
380,Thinadhoo,MV,2021-09-23 21:15:13,0.5333,72.9333,82.29,79,100,19.28
381,Nizhneangarsk,RU,2021-09-23 21:15:19,55.7833,109.55,39.04,82,40,6.17
382,Memaliaj,AL,2021-09-23 21:14:54,40.3517,19.9803,58.91,60,1,1.57
383,Fortuna,US,2021-09-23 21:15:19,40.5982,-124.1573,75.92,62,90,4.0
384,Biltine,TD,2021-09-23 21:15:20,14.5333,20.9167,89.02,32,5,4.76
385,Tabuk,PH,2021-09-23 21:15:20,17.4189,121.4443,73.26,95,12,2.24
386,Cockburn Town,TC,2021-09-23 21:15:21,21.4612,-71.1419,83.39,75,87,8.41
387,Andros,GR,2021-09-23 21:15:21,37.8333,24.9333,67.41,47,10,11.01
388,Komsomolskiy,UZ,2021-09-23 21:15:22,40.4272,71.7189,65.12,39,0,9.22
389,Crib Point,AU,2021-09-23 21:15:22,-38.35,145.2,56.43,67,0,19.22
390,Koubia,GN,2021-09-23 21:15:23,11.5833,-11.9,69.24,89,100,1.77
391,Huron,US,2021-09-23 21:15:23,41.1501,-82.5499,53.53,94,100,16.62
392,Khandbari,NP,2021-09-23 21:15:24,27.3747,87.2039,69.57,87,72,2.51
393,Waingapu,ID,2021-09-23 21:15:24,-9.6567,120.2641,75.13,79,84,6.04
394,Sitka,US,2021-09-23 21:15:24,57.0531,-135.33,55.29,76,90,6.91
395,Llanelli,GB,2021-09-23 21:15:25,51.682,-4.1619,61.86,89,57,4.16
396,Hay River,CA,2021-09-23 21:15:06,60.8156,-115.7999,47.59,79,99,11.36
397,Vredendal,ZA,2021-09-23 21:15:26,-31.6683,18.5012,54.7,94,86,2.59
398,Plettenberg Bay,ZA,2021-09-23 21:15:26,-34.0527,23.3716,60.55,76,100,9.93
399,Okhotsk,RU,2021-09-23 21:15:27,59.3833,143.3,47.32,68,15,4.09
400,Kerman,IR,2021-09-23 21:15:27,30.2832,57.0788,71.46,24,20,4.61
401,Hue,VN,2021-09-23 21:15:14,16.4667,107.6,80.71,78,75,13.8
402,Onega,RU,2021-09-23 21:15:28,63.9061,38.1404,42.03,95,100,12.28
403,Khandyga,RU,2021-09-23 21:15:22,62.6667,135.6,35.65,82,7,2.06
404,Asau,RO,2021-09-23 21:15:28,46.4333,26.4,46.96,78,84,6.76
405,Sao Joao Da Barra,BR,2021-09-23 21:15:29,-21.6403,-41.0511,69.89,65,86,11.68
406,Elizabeth City,US,2021-09-23 21:10:31,36.2946,-76.2511,70.02,94,90,8.05
407,Yuci,CN,2021-09-23 21:15:29,37.6803,112.7319,62.35,82,40,8.95
408,Petatlan,MX,2021-09-23 21:15:30,17.5167,-101.2667,93.0,72,37,6.06
409,Valdivia,CL,2021-09-23 21:15:20,-39.8142,-73.2459,64.49,60,13,2.66
410,Along,IN,2021-09-23 21:15:31,28.1667,94.7667,72.59,96,97,1.68
411,Pemba,MZ,2021-09-23 21:15:31,-12.974,40.5178,76.17,77,3,16.51
412,Vagur,FO,2021-09-23 21:15:31,61.4732,-6.8119,48.13,97,100,26.87
413,Kahului,US,2021-09-23 21:15:32,20.8947,-156.47,85.96,69,20,25.32
414,Kodinsk,RU,2021-09-23 21:15:32,58.6881,99.1844,30.18,98,86,1.23
415,Alekseyevka,RU,2021-09-23 21:15:33,50.6309,38.6903,46.24,87,88,5.3
416,Douglas,US,2021-09-23 21:15:33,41.3,-96.167,84.13,31,1,7.0
417,Hingoli,IN,2021-09-23 21:15:34,19.7167,77.15,74.01,90,100,4.63
418,Kpandae,GH,2021-09-23 21:15:34,8.4689,-0.0113,75.29,89,90,2.68
419,Touros,BR,2021-09-23 21:10:42,-5.1989,-35.4608,81.5,77,55,14.9
420,Oxford,GB,2021-09-23 21:15:07,51.7522,-1.256,61.48,90,0,6.91
421,Valle Hermoso,MX,2021-09-23 21:15:35,25.6667,-97.8333,87.84,28,3,7.38
422,Bonoua,CI,2021-09-23 21:15:35,5.2741,-3.595,78.42,92,81,4.27
423,Morondava,MG,2021-09-23 21:15:36,-20.2833,44.2833,74.05,78,0,1.95
424,Bourail,NC,2021-09-23 21:15:37,-21.5667,165.4833,67.21,58,55,9.91
425,Loa Janan,ID,2021-09-23 21:15:37,-0.583,117.095,73.35,96,92,0.58
426,Dicabisagan,PH,2021-09-23 21:15:38,17.0818,122.4157,77.95,87,31,5.12
427,Cabedelo,BR,2021-09-23 21:15:38,-6.9811,-34.8339,79.47,78,83,14.05
428,Afua,BR,2021-09-23 21:15:39,-0.1567,-50.3867,83.44,68,93,9.26
429,Biak,ID,2021-09-23 21:15:39,-0.9131,122.8766,73.74,88,92,3.83
430,Nhulunbuy,AU,2021-09-23 21:15:40,-12.2333,136.7667,70.41,88,31,3.44
431,Kargasok,RU,2021-09-23 21:15:40,59.0556,80.8572,34.86,96,100,8.93
432,Udachnyy,RU,2021-09-23 21:15:41,66.4167,112.4,33.13,84,61,4.32
433,Shebunino,RU,2021-09-23 21:15:41,46.4339,141.8603,50.25,84,0,7.47
434,Conceicao Do Araguaia,BR,2021-09-23 21:15:42,-8.2578,-49.2647,97.92,20,41,2.39
435,Marawi,PH,2021-09-23 21:15:24,7.9986,124.2928,66.65,95,77,1.03
436,Leh,IN,2021-09-23 21:15:42,34.1667,77.5833,53.42,54,24,5.01
437,Nabire,ID,2021-09-23 21:15:43,-3.3667,135.4833,75.42,90,99,3.15
438,San Carlos De Bariloche,AR,2021-09-23 21:15:43,-41.1456,-71.3082,60.55,25,40,16.11
439,Brae,GB,2021-09-23 21:15:44,60.3964,-1.353,46.31,85,100,13.06
440,Arys,KZ,2021-09-23 21:15:44,42.4252,68.795,59.22,22,0,7.07
441,Kutum,SD,2021-09-23 21:15:01,14.2,24.6667,81.84,22,15,7.45
442,Meulaboh,ID,2021-09-23 21:15:23,4.1363,96.1285,76.75,90,86,4.5
443,Zilupe,LV,2021-09-23 21:15:45,56.3862,28.1217,41.83,95,100,13.82
444,Wewak,PG,2021-09-23 21:15:45,-3.5534,143.6268,76.55,90,100,6.35
445,Sabang,ID,2021-09-23 21:14:37,5.8933,95.3214,82.36,77,50,12.62
446,Lumut,MY,2021-09-23 21:15:46,4.2323,100.6298,77.02,94,20,0.0
447,Koumac,NC,2021-09-23 21:15:46,-20.5667,164.2833,68.88,59,10,5.32
448,Nikki,BJ,2021-09-23 21:15:47,9.9401,3.2108,71.42,95,69,2.37
449,Ouahigouya,BF,2021-09-23 21:15:47,13.5828,-2.4216,81.48,65,72,3.38
450,Kyzyl,RU,2021-09-23 21:15:48,51.7,94.45,40.89,69,100,8.03
451,Sao Luis,BR,2021-09-23 21:15:48,-2.5297,-44.3028,82.6,74,0,14.97
452,Upington,ZA,2021-09-23 21:15:49,-28.4478,21.2561,70.18,14,1,3.44
453,Yeniseysk,RU,2021-09-23 21:15:49,58.4497,92.1703,28.35,92,92,3.74
454,Guerrero Negro,MX,2021-09-23 21:15:49,27.9769,-114.0611,87.4,48,3,7.38
455,Bud,US,2021-09-23 21:15:50,39.447,-86.1758,68.68,41,12,13.11
456,Bubaque,GW,2021-09-23 21:15:50,11.2833,-15.8333,82.22,76,99,7.85
457,Newport,GB,2021-09-23 21:15:51,51.5877,-2.9984,59.88,90,47,5.61
458,Koshki,RU,2021-09-23 21:15:51,54.2091,50.4677,48.22,78,100,12.35
459,Jenks,US,2021-09-23 21:15:52,36.0229,-95.9683,86.27,28,1,4.61
460,Olinda,BR,2021-09-23 21:15:52,-8.0089,-34.8553,78.53,69,20,9.22
461,Nome,US,2021-09-23 21:15:52,64.5011,-165.4064,37.17,51,1,0.0
462,Olavarria,AR,2021-09-23 21:15:53,-36.8927,-60.3225,56.68,79,96,0.87
463,Evensk,RU,2021-09-23 21:15:53,61.95,159.2333,43.79,69,10,3.44
464,Kananga,CD,2021-09-23 21:15:54,-5.8958,22.4178,67.75,93,100,5.95
465,Quelimane,MZ,2021-09-23 21:15:54,-17.8786,36.8883,71.55,83,40,3.44
466,Grand-Lahou,CI,2021-09-23 21:15:55,5.1367,-5.0242,76.71,91,69,6.96
467,Keuruu,FI,2021-09-23 21:15:55,62.2667,24.7,44.78,90,100,15.32
468,Broken Hill,AU,2021-09-23 21:15:56,-31.95,141.4333,55.87,43,20,10.27
469,Saint-Augustin,CA,2021-09-23 21:15:56,51.226,-58.6502,51.93,87,100,4.7
470,Trinidad,BO,2021-09-23 21:15:57,-14.8333,-64.9,102.43,19,27,4.29
471,Tsabong,BW,2021-09-23 21:15:57,-26.0217,22.401,69.94,27,0,13.38
472,Bandarbeyla,SO,2021-09-23 21:15:57,9.4942,50.8122,77.72,84,64,28.12
473,Moses Lake,US,2021-09-23 21:15:58,47.1301,-119.2781,74.28,30,1,8.05
474,Kousseri,CM,2021-09-23 21:15:58,12.0769,15.0306,80.56,74,20,3.44
475,Muros,ES,2021-09-23 21:15:59,42.7762,-9.0603,67.84,69,6,15.75
476,Bugiri,UG,2021-09-23 21:15:59,0.5714,33.7417,66.13,90,35,3.96
477,Altamont,US,2021-09-23 21:16:00,42.2068,-121.7372,76.77,30,1,4.0
478,Cukai,MY,2021-09-23 21:16:01,4.25,103.4167,77.14,90,100,3.36
479,Buluang,PH,2021-09-23 21:16:01,13.3068,123.3425,76.51,93,76,2.59
480,Erzin,TR,2021-09-23 21:16:02,36.9559,36.2,68.72,73,18,6.8
481,Vila,PT,2021-09-23 21:16:02,42.0304,-8.1588,56.34,90,91,4.65
482,Sovetskiy,RU,2021-09-23 21:16:03,61.3614,63.5842,41.56,84,100,1.74
483,Amalfi,CO,2021-09-23 21:16:03,6.9102,-75.0776,66.74,93,99,2.53
484,Mogadishu,SO,2021-09-23 21:16:04,2.0371,45.3438,77.41,87,77,18.19
485,Jega,NG,2021-09-23 21:16:04,12.2175,4.3792,76.75,78,87,7.52
486,Tias,ES,2021-09-23 21:14:36,28.9611,-13.645,73.15,73,20,6.91
487,Iskateley,RU,2021-09-23 21:16:05,67.6803,53.1512,39.65,91,100,8.75
488,Nichinan,JP,2021-09-23 21:16:05,31.6,131.3667,67.15,87,3,4.59
489,Caxito,AO,2021-09-23 21:16:06,-8.5785,13.6643,74.05,83,66,5.21
490,Northam,GB,2021-09-23 21:16:06,51.0333,-4.2167,59.67,92,100,4.94
491,Sheksna,RU,2021-09-23 21:16:07,59.21,38.5107,48.16,92,100,11.12
492,Agadez,NE,2021-09-23 21:16:07,19.75,10.25,87.37,10,0,7.27
493,Porto Novo,BJ,2021-09-23 21:15:57,6.4965,2.6036,80.42,87,78,5.1
494,Solnechnyy,RU,2021-09-23 21:16:08,50.7214,136.6319,40.77,76,2,3.8
495,Agadir,MA,2021-09-23 21:16:08,30.4202,-9.5982,70.25,82,26,2.86
496,Bathsheba,BB,2021-09-23 21:16:09,13.2167,-59.5167,86.61,70,40,9.22
497,Whitehorse,CA,2021-09-23 21:15:08,60.7161,-135.0538,43.11,72,98,11.41
498,Thongwa,MM,2021-09-23 21:16:09,16.7619,96.5278,78.96,95,100,4.05
499,Itoman,JP,2021-09-23 21:16:10,26.1247,127.6694,78.82,83,20,9.22
500,Chandbali,IN,2021-09-23 21:16:10,20.7833,86.7667,79.68,88,85,2.82
501,Amarante Do Maranhao,BR,2021-09-23 21:16:11,-5.5667,-46.7422,88.23,38,96,4.03
502,Tromso,NO,2021-09-23 21:16:11,69.6496,18.957,48.22,71,75,6.91
503,Bryant,US,2021-09-23 21:16:12,34.5959,-92.4891,81.61,35,0,1.99
504,Huarmey,PE,2021-09-23 21:16:12,-10.0681,-78.1522,67.57,74,32,8.41
505,Shingu,JP,2021-09-23 21:16:12,33.7333,135.9833,67.91,79,94,3.96
506,Shuyskoye,RU,2021-09-23 21:16:13,59.3736,41.0305,48.42,96,100,8.16
507,Teya,RU,2021-09-23 21:14:55,60.3778,92.6267,32.05,96,100,5.23
508,North Bend,US,2021-09-23 21:16:13,43.4065,-124.2243,81.25,64,1,25.32
509,Yining,CN,2021-09-23 21:16:14,29.0361,114.5636,74.28,86,37,1.21
510,Nizhniy Odes,RU,2021-09-23 21:16:14,63.6445,54.856,37.78,91,99,4.36
511,Ayacucho,PE,2021-09-23 21:16:14,-13.1583,-74.2239,66.06,39,75,4.61
512,Natal,BR,2021-09-23 21:15:13,-5.795,-35.2094,81.25,78,20,10.36
513,Arlit,NE,2021-09-23 21:16:15,18.7369,7.3853,95.13,17,8,5.93
514,Mubi,NG,2021-09-23 21:16:16,10.2676,13.2644,68.68,86,100,3.09
515,Rio Branco,BR,2021-09-23 21:16:16,-9.9747,-67.81,84.81,54,40,6.91
516,Galle,LK,2021-09-23 21:16:16,6.0367,80.217,79.72,85,85,12.71
517,Broome,US,2021-09-23 21:16:17,42.2506,-75.833,67.55,81,90,4.0
518,Paranaiba,BR,2021-09-23 21:16:17,-19.6772,-51.1908,91.24,20,7,8.66
519,Grand Gaube,MU,2021-09-23 21:16:18,-20.0064,57.6608,72.0,78,59,10.0
520,Kununurra,AU,2021-09-23 21:14:46,-15.7667,128.7333,49.98,76,45,0.0
521,Skjervoy,NO,2021-09-23 21:16:18,70.0311,20.9714,45.25,85,95,17.34
522,Opuwo,NA,2021-09-23 21:16:19,-18.0607,13.84,78.13,17,48,4.92
523,Nemuro,JP,2021-09-23 21:16:19,43.3236,145.575,55.63,87,100,22.77
524,Vila Franca Do Campo,PT,2021-09-23 21:16:20,37.7167,-25.4333,68.41,78,39,8.52
525,Ballina,AU,2021-09-23 21:16:21,-28.8667,153.5667,63.79,75,2,6.04
526,Ranong,TH,2021-09-23 21:16:22,9.9658,98.6348,77.68,89,100,5.77
527,Hofn,IS,2021-09-23 21:16:22,64.2539,-15.2082,40.39,88,100,17.9
528,Eltham,NZ,2021-09-23 21:16:23,-39.4292,174.3,55.18,84,69,17.0
529,Nanyang,CN,2021-09-23 21:16:23,32.9947,112.5328,73.44,90,98,4.88
530,Belmonte,BR,2021-09-23 21:16:24,-15.8631,-38.8828,68.5,67,100,12.75
531,Moussoro,TD,2021-09-23 21:16:24,13.6408,16.4901,86.52,46,43,13.71
532,Maneadero,MX,2021-09-23 21:16:24,31.7167,-116.5667,90.19,79,31,3.0
533,Portree,GB,2021-09-23 21:16:25,57.4129,-6.1942,55.85,92,92,16.44
534,Slavonice,CZ,2021-09-23 21:16:25,48.9975,15.3515,59.23,72,100,13.58
535,Prince Albert,CA,2021-09-23 21:11:38,53.2001,-105.7677,58.62,20,4,22.35
536,Nanyamba,TZ,2021-09-23 21:16:26,-10.6833,39.8333,70.39,86,63,5.03
537,Flinders,AU,2021-09-23 21:16:27,-34.5833,150.8552,65.05,63,5,4.0
538,Zanesville,US,2021-09-23 21:16:27,39.9404,-82.0132,61.39,72,90,5.01
539,Alappuzha,IN,2021-09-23 21:13:32,9.49,76.3264,78.33,87,31,11.95
540,Namie,JP,2021-09-23 21:16:28,37.4833,141.0,69.55,90,100,4.59
541,Manaus,BR,2021-09-23 21:12:34,-3.1019,-60.025,82.89,83,40,3.44
542,Carutapera,BR,2021-09-23 21:16:28,-1.195,-46.02,80.35,76,44,9.91
543,Morant Bay,JM,2021-09-23 21:16:29,17.8815,-76.4093,83.82,74,53,4.45
544,Fayetteville,US,2021-09-23 21:15:08,35.0527,-78.8784,80.1,46,1,5.01
545,Waipawa,NZ,2021-09-23 21:16:29,-41.4122,175.5153,57.45,63,2,5.39
546,Loiza,PR,2021-09-23 21:16:30,18.4313,-65.8802,91.38,62,40,6.91
547,Malanje,AO,2021-09-23 21:16:30,-9.5402,16.341,73.49,55,100,10.2
548,Stornoway,GB,2021-09-23 21:14:19,58.2093,-6.3865,55.92,82,95,17.27
